@relation bmwreponses

@attribute IncomeBracket {0,1,2,3,4,5,6,7}
@attribute FirstPurchase numeric
@attribute LastPurchase numeric
@attribute responded {1,0}

@data
1,200408,200508,1
5,200401,200505,0
0,200104,200512,0
5,200302,200505,0
6,199610,200512,1
5,200110,200509,1
7,200601,200601,0
6,199809,200512,1
0,199912,200611,1
0,199608,200512,0
1,199809,200512,0
1,200209,200603,1
5,199803,200512,1
5,200310,200506,1
1,200101,200601,1
0,200506,200511,0
1,200509,200509,0
4,200009,200612,1
0,200501,200603,1
0,199909,200602,1
0,200503,200601,0
4,200412,200601,1
6,200301,200603,1
2,200009,200504,1
0,200510,200601,0
2,200103,200610,1
1,199707,200602,1
2,200103,200506,0
0,200301,200511,0
4,200001,200601,1
2,200004,200504,0
1,200603,200603,0
4,200506,200512,1
5,200302,200601,1
5,200001,200509,0
5,200009,200602,1
3,199910,200510,0
1,200409,200512,1
5,199905,200701,1
6,200510,200601,0
0,200309,200603,1
0,200011,200507,0
2,200004,200608,0
5,199805,200601,0
5,200309,200601,1
0,199911,200607,1
2,200210,200511,1
0,200401,200507,0
5,200401,200511,0
4,199901,200602,0
0,200210,200504,0
4,200402,200602,0
2,200011,200611,0
0,199812,200511,1
5,200506,200602,0
7,200409,200512,1
1,199810,200601,1
6,200310,200603,1
0,200309,200512,0
5,200503,200512,1
0,199708,200512,1
4,200105,200603,1
0,200101,200512,1
6,200410,200601,0
7,199612,200504,1
0,199801,200506,1
6,200003,200510,1
0,200507,200507,0
0,200003,200701,1
0,200001,200505,1
2,200502,200512,1
0,200004,200505,1
6,199809,200609,1
2,199801,200511,0
5,200404,200512,1
3,200101,200602,1
7,200110,200504,0
0,200109,200512,1
5,200310,200509,0
1,199812,200511,1
0,200009,200512,0
4,199704,200507,0
2,199906,200603,0
3,199610,200603,1
2,199612,200505,1
2,200506,200509,0
7,199811,200512,1
5,199612,200512,1
5,200502,200509,0
5,200509,200603,1
0,199612,200512,0
4,200506,200506,1
5,199610,200603,1
5,200103,200601,0
1,200411,200702,0
4,200010,200612,1
6,200009,200601,1
5,199609,200506,1
5,200401,200603,1
1,200401,200505,0
2,199711,200512,1
2,200301,200602,0
3,200009,200504,0
2,199609,200512,0
0,199702,200512,0
2,200302,200511,0
2,199801,200601,0
3,199704,200601,0
2,200004,200602,1
4,199612,200506,0
0,200401,200603,1
2,199809,200509,1
4,199612,200512,0
0,200501,200601,1
7,200511,200511,0
3,200510,200512,1
2,200205,200512,1
2,199809,200609,0
0,200103,200603,1
5,200109,200507,1
7,200502,200601,0
6,199909,200512,0
2,200506,200506,0
3,200502,200512,0
0,200501,200603,1
5,200402,200505,0
1,199801,200602,0
7,200406,200508,0
1,199712,200601,1
0,200506,200603,1
2,199909,200506,0
2,200402,200508,1
4,200101,200601,0
0,200506,200506,1
0,200403,200512,0
3,200002,200601,1
5,200507,200602,1
4,200203,200508,1
7,200301,200603,0
6,199807,200603,1
0,200009,200506,1
1,199704,200512,0
2,199810,200601,1
0,200403,200603,0
6,200102,200603,0
2,200502,200603,0
6,200409,200510,0
3,200310,200601,0
2,200002,200512,1
2,200408,200603,0
3,200011,200601,0
0,199702,200601,0
0,199911,200601,1
5,200310,200512,0
0,199909,200512,0
1,200209,200509,1
5,200401,200510,0
0,200409,200601,1
4,200502,200512,1
5,199610,200512,1
7,199801,200701,1
7,200309,200508,0
7,200303,200601,1
7,200501,200512,0
4,200204,200601,1
3,200403,200511,1
2,200302,200512,0
5,200004,200602,1
0,199608,200603,0
2,200409,200512,1
3,199708,200603,1
5,200301,200506,0
5,200409,200512,1
0,200509,200512,1
5,200102,200509,0
3,200602,200602,0
4,200410,200507,0
4,199909,200510,0
0,199608,200512,0
1,199609,200509,0
4,200502,200507,0
0,200506,200506,0
5,200502,200512,1
5,200104,200510,0
0,199811,200504,1
6,199704,200510,1
7,200401,200603,1
0,199608,200505,1
5,200201,200602,0
0,200510,200510,1
4,200301,200505,0
6,200302,200511,1
1,200601,200601,1
2,200502,200603,0
6,200104,200509,0
4,200403,200512,0
2,200002,200511,0
7,199702,200511,1
5,200111,200601,1
6,199610,200510,1
4,199610,200512,1
0,200204,200512,1
2,200309,200603,0
5,200111,200601,1
7,200210,200510,1
0,200601,200601,1
7,200403,200507,1
2,199607,200504,1
4,199910,200512,1
3,200406,200509,1
2,199612,200603,1
2,199703,200512,1
5,199810,200508,0
0,200402,200601,1
4,200011,200601,1
0,200310,200603,0
5,200009,200603,0
4,200510,200512,1
0,199807,200512,1
5,200011,200512,1
5,200003,200602,1
4,200201,200701,1
7,200001,200508,1
5,200103,200512,1
4,200409,200512,1
4,200501,200602,1
2,199612,200610,1
2,199912,200510,1
4,200110,200603,0
5,199801,200512,1
5,200203,200512,0
2,199612,200602,1
0,200311,200602,0
2,200403,200603,1
2,200002,200511,1
5,200101,200604,0
1,199705,200603,1
5,199904,200510,1
2,200506,200602,0
4,200309,200509,0
6,199804,200603,1
5,200001,200602,0
3,199909,200601,1
4,199704,200602,0
0,200401,200512,1
6,199801,200511,1
5,200409,200601,1
2,200009,200601,1
7,200102,200508,1
0,200601,200601,0
5,200402,200504,0
2,199910,200510,0
4,200401,200603,1
5,200409,200511,0
1,199612,200601,1
4,200310,200512,0
2,199801,200601,0
0,199801,200602,0
0,200511,200511,0
3,199812,200511,1
0,199611,200512,0
5,200409,200601,1
2,200103,200510,1
3,199608,200509,1
6,199804,200608,0
5,199910,200506,1
4,200005,200603,1
2,199608,200511,0
7,200309,200504,1
1,200409,200506,1
6,199611,200509,0
3,199912,200512,1
4,199705,200601,1
0,200209,200602,0
3,200012,200601,0
5,200212,200512,0
4,200501,200601,1
7,200601,200608,1
7,200002,200512,1
2,199608,200512,1
1,200401,200507,1
5,200302,200504,1
2,200102,200603,1
7,200310,200702,0
5,199801,200601,0
1,200004,200512,0
5,199703,200612,0
1,199610,200602,1
2,200309,200511,0
4,200404,200601,0
5,200310,200602,1
5,200401,200601,1
4,200511,200511,0
5,200109,200601,1
0,199701,200512,0
6,199803,200505,0
5,199805,200602,1
2,200409,200512,1
1,200111,200505,0
6,200009,200601,1
0,199801,200511,1
3,200506,200602,0
0,200103,200512,1
2,200510,200510,0
2,199803,200512,1
7,200312,200512,1
5,200101,200506,0
0,200601,200601,1
0,200102,200601,0
6,200402,200512,1
0,200309,200512,1
7,200201,200602,1
0,200501,200512,1
0,200109,200512,1
2,200310,200507,1
4,199611,200504,0
2,199707,200512,0
6,200509,200509,0
6,199711,200612,0
0,199902,200603,1
1,200101,200512,1
0,200509,200509,0
0,199708,200504,0
6,200403,200511,0
6,200112,200511,0
7,199810,200603,1
0,199609,200511,1
0,199803,200601,1
0,200510,200510,0
1,199801,200512,0
7,200104,200509,1
2,200202,200509,0
5,199809,200505,0
4,200602,200602,0
0,199705,200512,0
0,199612,200508,0
6,200103,200505,0
7,199801,200701,0
6,200101,200504,1
5,200001,200609,1
4,200601,200601,1
4,200509,200602,0
7,200409,200512,0
7,200202,200601,0
3,199701,200512,1
6,200002,200512,1
4,200009,200508,0
0,199809,200512,0
7,200111,200512,1
1,199608,200512,0
6,199809,200509,1
3,200201,200601,0
6,200210,200506,1
0,200401,200512,1
2,200210,200603,0
5,200402,200509,0
0,200507,200603,1
0,199608,200601,1
5,200003,200603,1
2,200103,200511,0
5,200409,200602,0
6,200003,200505,0
0,199801,200509,1
6,199701,200512,0
5,199710,200602,0
5,199609,200510,0
3,200210,200511,1
7,200306,200701,0
3,200101,200512,1
0,200310,200511,0
2,200102,200603,0
0,200212,200510,0
1,200201,200504,0
7,200509,200509,1
2,199803,200512,1
6,199812,200601,1
2,199712,200512,0
2,200509,200601,0
5,200201,200510,0
0,200302,200602,1
0,200001,200512,0
7,200602,200602,0
1,200107,200512,0
6,200409,200510,1
1,200501,200506,1
6,200506,200506,0
5,200108,200512,0
7,199706,200602,1
2,199608,200505,1
2,200501,200506,0
6,200603,200603,1
5,200201,200512,0
3,199912,200506,1
6,200011,200603,0
2,200512,200512,1
5,200009,200511,1
1,200310,200612,0
3,199812,200504,0
4,199609,200506,1
0,200101,200505,0
0,200002,200511,0
1,199708,200609,0
0,200509,200509,1
0,200012,200612,1
0,199610,200510,1
7,199707,200601,0
3,199701,200601,1
2,200303,200507,1
5,200504,200512,0
7,199702,200602,0
0,199809,200509,0
0,200409,200602,1
7,200406,200511,0
0,199711,200605,0
1,199610,200601,1
2,200202,200511,0
5,199707,200508,1
1,199809,200512,0
0,200010,200509,0
7,200501,200508,1
0,200510,200510,0
7,200201,200602,1
7,200101,200512,1
2,199704,200509,1
5,200502,200511,1
3,200402,200511,1
4,200509,200603,1
6,200111,200512,1
3,200101,200505,1
0,200110,200511,1
5,200309,200601,1
4,199612,200602,1
0,200103,200512,1
6,200402,200601,1
7,200411,200504,0
0,200502,200512,0
3,200201,200512,0
2,199802,200601,1
5,200212,200601,0
3,199702,200505,1
0,200402,200603,1
0,199901,200512,0
1,200111,200601,1
1,200502,200603,1
7,199902,200512,1
0,200502,200508,0
4,200009,200612,1
2,199911,200506,0
0,200311,200511,1
0,200601,200601,0
3,200410,200509,0
7,200509,200509,0
0,200401,200506,1
0,200112,200603,0
2,199611,200603,1
5,199609,200506,1
4,200002,200512,0
1,200002,200511,0
2,199608,200512,1
4,200508,200512,0
0,199608,200509,1
0,200404,200602,0
6,200506,200510,0
7,199803,200506,0
1,199703,200603,0
6,200004,200602,1
6,200310,200510,0
0,200310,200602,1
1,199706,200507,1
6,200509,200509,1
0,200002,200602,1
4,200110,200504,1
3,199712,200512,0
0,199904,200602,1
2,200401,200512,0
0,200006,200512,1
2,199801,200506,0
3,199705,200511,0
0,200501,200506,0
0,200502,200603,0
0,200311,200511,1
2,199612,200506,1
0,200310,200601,1
0,200301,200601,1
5,199903,200601,0
0,200002,200509,1
7,199610,200604,1
5,200203,200512,1
2,200109,200512,1
4,199801,200611,1
5,200203,200601,1
4,199703,200511,0
5,200104,200508,0
2,200401,200512,0
2,200310,200602,0
1,200408,200508,1
5,200410,200511,0
3,199608,200512,0
4,200601,200601,0
0,200301,200601,0
5,200011,200512,1
4,200312,200602,0
3,199703,200505,1
7,199703,200509,1
4,199609,200603,1
2,200410,200506,1
4,200507,200507,1
0,200110,200504,1
3,200405,200511,1
3,200502,200601,0
5,200601,200601,0
2,200004,200602,0
5,200103,200512,1
1,199705,200601,0
0,200010,200506,1
5,200602,200603,1
5,200310,200601,0
5,199611,200510,0
7,200302,200512,1
2,199805,200612,0
0,200001,200509,1
0,200211,200602,0
4,199608,200512,1
1,199609,200512,0
0,200310,200601,1
1,200110,200512,0
2,199704,200601,0
2,199608,200510,0
1,199610,200512,0
2,200302,200604,1
7,200410,200608,1
4,199902,200507,1
4,200511,200602,0
5,200510,200510,0
3,200401,200602,1
5,199803,200603,1
4,199612,200702,1
7,200401,200512,0
0,200501,200601,0
0,199704,200508,1
0,200011,200603,1
4,200411,200504,0
5,199709,200602,0
4,200009,200511,1
6,200102,200508,0
2,199612,200512,1
0,199910,200601,0
2,200101,200512,0
0,199608,200506,1
4,199909,200511,1
0,199712,200512,1
0,200007,200602,0
5,200409,200512,0
7,200203,200512,0
7,200101,200603,0
7,199906,200511,0
3,199911,200511,0
4,200103,200508,0
5,199704,200602,1
7,200408,200512,1
5,200404,200511,0
4,199909,200512,1
6,200004,200602,0
0,200301,200512,1
4,200601,200602,0
4,200010,200512,0
0,200406,200601,1
5,199608,200602,1
0,199404,200701,1
4,200012,200512,0
2,200407,200512,0
1,200102,200511,0
5,200602,200602,1
6,199610,200702,0
0,200101,200505,1
2,200410,200512,1
5,199901,200507,1
5,200406,200510,0
1,199701,200601,0
0,200003,200602,1
1,199801,200510,0
0,199608,200602,0
2,199609,200607,1
7,200302,200511,1
0,200507,200507,0
4,200001,200601,1
0,200309,200512,1
0,200102,200601,1
5,199809,200601,1
4,200209,200511,0
5,199612,200606,1
4,200401,200601,0
5,199809,200603,1
0,199710,200510,1
5,200412,200508,0
5,200602,200602,0
2,200411,200603,0
0,200506,200506,1
7,199910,200507,1
5,200410,200601,0
5,199610,200511,1
2,200402,200608,0
0,200502,200508,0
0,199609,200509,0
4,200109,200610,0
3,200103,200506,1
4,200511,200511,0
6,200602,200602,1
0,200410,200603,1
3,200102,200505,0
4,200410,200512,1
5,200301,200603,0
6,200103,200511,0
4,199612,200601,1
0,200509,200601,0
2,200411,200602,0
2,200102,200506,0
1,199608,200702,1
6,200512,200512,0
5,200310,200512,0
3,200009,200506,0
4,200410,200603,0
2,200010,200506,0
0,199911,200511,1
4,200506,200601,0
6,199609,200601,0
4,200209,200601,0
0,200210,200512,0
5,200109,200512,0
6,200503,200602,0
3,200301,200512,0
5,199609,200504,0
5,200106,200512,0
2,200111,200610,0
1,199912,200512,0
5,200301,200509,0
6,199810,200603,0
0,200009,200512,1
4,200502,200601,1
5,200102,200509,1
0,200106,200603,0
4,200310,200511,0
0,199610,200511,1
4,200402,200612,0
4,199610,200510,1
6,199909,200601,1
0,200210,200509,1
7,200410,200508,0
6,200102,200512,0
2,199910,200505,0
7,199610,200506,1
0,200202,200603,1
6,200203,200512,0
0,200209,200602,0
5,199703,200603,1
5,199712,200512,0
6,200602,200602,1
0,200601,200601,0
0,200302,200510,1
3,199703,200509,0
5,200301,200603,1
2,200411,200507,1
7,199912,200603,1
5,199802,200512,0
5,200012,200512,1
2,200602,200602,1
4,199609,200511,1
0,200004,200512,0
0,200310,200509,0
0,200309,200601,1
3,199611,200601,0
6,200210,200512,0
4,199805,200504,1
5,200409,200602,1
6,199611,200602,1
0,199703,200505,0
2,200601,200601,1
0,200506,200511,0
0,200510,200603,0
3,200303,200603,1
0,200110,200509,0
5,200109,200601,0
4,200103,200602,0
5,199702,200602,0
7,200309,200504,1
0,200302,200511,1
4,200102,200602,0
1,199706,200603,1
4,199801,200511,0
1,199705,200603,1
2,200506,200506,0
5,200401,200510,1
5,200602,200602,1
5,199801,200504,0
7,200103,200509,1
1,199707,200602,1
1,199703,200602,0
4,200310,200511,1
4,200601,200601,0
1,200001,200601,1
6,199903,200504,1
0,200009,200603,0
5,200510,200510,0
0,200301,200602,1
0,200309,200512,1
3,199611,200603,0
5,200401,200512,1
0,200310,200603,0
0,199708,200511,1
0,200501,200506,1
1,200310,200606,0
3,200004,200601,0
5,200401,200603,0
0,200506,200506,0
1,200403,200512,0
2,200511,200511,1
0,199811,200603,1
4,200103,200601,0
6,200512,200512,0
1,200504,200601,1
2,199704,200512,1
6,200502,200602,0
3,200402,200511,1
4,200010,200612,1
7,199704,200512,1
4,200210,200603,0
0,199802,200512,1
5,200110,200512,0
0,200104,200601,0
6,199609,200510,0
4,200412,200603,1
2,200407,200603,0
3,200501,200506,0
7,199910,200506,0
0,200310,200511,0
4,200410,200511,0
0,200509,200509,0
5,199901,200507,1
6,200401,200507,0
3,200409,200512,0
1,200003,200601,0
2,200501,200512,1
1,200110,200601,1
0,199909,200602,1
5,199910,200512,1
2,200510,200510,0
2,199609,200610,0
6,199703,200511,0
1,199608,200601,1
6,200204,200601,1
7,199703,200512,1
1,200104,200601,0
2,200408,200511,0
3,200409,200512,0
5,199609,200511,1
3,200010,200508,1
2,200402,200511,0
1,199608,200506,1
0,200209,200603,1
7,200302,200602,1
4,200204,200506,1
7,199608,200509,1
5,200301,200612,1
3,200301,200506,1
7,199909,200511,0
6,199911,200603,0
3,200409,200506,0
5,199910,200512,1
5,200509,200511,0
4,200602,200602,1
7,200501,200508,1
5,200310,200603,0
5,200511,200511,0
0,199611,200602,1
1,199612,200602,0
0,200602,200602,0
5,200412,200512,0
7,199611,200603,0
3,200409,200510,0
1,199801,200602,0
1,199809,200506,0
7,199703,200512,0
4,200002,200509,1
5,200104,200511,1
6,200409,200506,0
7,200602,200602,0
5,200002,200601,1
7,200501,200507,1
7,200101,200512,0
2,200410,200601,0
3,200210,200510,0
3,200112,200512,0
6,199902,200512,0
3,199610,200507,1
2,199609,200512,0
3,200309,200603,0
4,200510,200510,0
1,200103,200603,1
5,199608,200512,0
5,199609,200602,0
5,200411,200510,0
0,199809,200701,1
4,199612,200601,1
3,199802,200505,0
1,199701,200510,0
0,200409,200508,1
7,200309,200506,1
6,200001,200602,1
4,200501,200603,0
4,200309,200601,0
0,199706,200602,1
3,200402,200702,1
0,199703,200602,0
5,200502,200603,0
5,200602,200602,0
2,199909,200510,0
4,199702,200512,1
5,199608,200601,1
0,200401,200603,1
0,200110,200505,1
6,200206,200505,0
2,200201,200611,0
5,200302,200511,1
0,200011,200601,0
0,200410,200601,0
5,200402,200601,1
5,200011,200511,0
7,199805,200509,1
2,199701,200602,0
7,199812,200601,1
2,199802,200506,0
1,200502,200603,0
4,200105,200504,0
5,199608,200601,0
3,199912,200512,1
4,200506,200512,1
4,200210,200512,1
3,200204,200601,1
1,199612,200601,1
3,199610,200601,1
0,199612,200603,0
0,200111,200509,1
1,200602,200602,0
3,200209,200611,0
5,200009,200512,0
2,199809,200602,1
3,200509,200602,1
2,199610,200602,1
3,200509,200602,1
2,200001,200602,0
6,199909,200601,1
4,200410,200512,0
4,200201,200511,0
0,200101,200512,0
7,200602,200602,0
5,200501,200512,0
6,200112,200508,0
2,200506,200506,1
0,199809,200701,1
5,200301,200603,1
4,200501,200602,1
1,200409,200512,1
7,199801,200701,1
7,199705,200601,0
6,200409,200511,0
5,199810,200512,1
2,200201,200512,0
0,199702,200603,1
0,200311,200512,0
6,200101,200504,1
0,199710,200603,1
5,200409,200511,0
4,200103,200511,0
3,200602,200603,1
5,200310,200511,1
5,200311,200512,0
1,200409,200506,1
0,200105,200601,0
1,200104,200512,1
1,199703,200511,1
0,200005,200512,1
1,200401,200603,1
7,199912,200610,1
5,200602,200602,1
0,199609,200506,0
0,199706,200603,1
2,199711,200506,1
0,200301,200504,1
4,200301,200510,1
0,199901,200512,1
3,200302,200512,1
1,200301,200512,1
7,200110,200505,0
0,199704,200512,0
6,200509,200509,1
4,200004,200505,1
3,199704,200605,0
0,200001,200511,0
1,200409,200509,0
0,199706,200512,1
3,199809,200602,1
2,200508,200512,0
5,200601,200601,1
5,200402,200603,1
0,199705,200512,0
5,200202,200601,1
0,199612,200507,0
2,200310,200603,0
1,199910,200512,0
3,200401,200601,1
2,200009,200512,0
1,200310,200601,0
6,200403,200602,0
5,199704,200512,1
1,199909,200512,0
2,200009,200506,0
2,199612,200512,1
4,200401,200512,0
0,199608,200603,0
2,200003,200602,0
3,199701,200601,0
5,200507,200507,0
3,200211,200603,1
3,200509,200509,0
5,200310,200511,0
0,200103,200509,0
2,199804,200601,1
1,200104,200512,1
5,199803,200601,0
5,199810,200505,0
5,200501,200601,1
5,199803,200603,0
0,199909,200512,0
0,200601,200601,1
1,199609,200512,0
4,199803,200512,1
5,200501,200603,1
3,200602,200603,1
5,199609,200601,1
4,200110,200602,1
5,200601,200601,1
2,199911,200505,1
7,200010,200512,1
5,200201,200511,1
0,199608,200601,0
0,200310,200601,0
2,199609,200603,0
5,199902,200603,1
1,199805,200602,1
1,199704,200601,1
5,200409,200512,0
4,200309,200512,1
4,199609,200510,0
0,199702,200512,0
2,200106,200512,0
1,199910,200603,1
5,200302,200602,0
6,199901,200603,1
0,200201,200602,0
1,199609,200504,0
4,200501,200602,1
3,199810,200603,1
1,199701,200506,0
2,199912,200602,1
7,199703,200602,1
7,200101,200511,0
4,200506,200512,1
4,200412,200601,1
3,200506,200603,0
3,199705,200601,1
1,200409,200506,0
0,200407,200603,0
7,200512,200512,0
1,199706,200506,0
5,199910,200509,0
4,200402,200601,1
4,199608,200602,1
3,199811,200609,1
3,200402,200511,1
2,199611,200508,1
2,200503,200601,1
0,200301,200508,1
5,200104,200601,0
0,200409,200512,1
4,200103,200512,1
0,200509,200509,0
5,200003,200603,0
4,200211,200512,0
0,200310,200511,0
4,200506,200512,1
6,200502,200601,1
6,199809,200512,0
6,200011,200702,1
4,199804,200511,0
2,199912,200603,1
6,200103,200602,1
6,199701,200601,1
5,200310,200601,1
5,200509,200509,0
4,200506,200601,1
2,200410,200512,0
0,200110,200511,0
3,200007,200612,1
5,199611,200507,0
7,199707,200511,0
5,200506,200506,1
3,200101,200512,0
2,200201,200509,1
7,200210,200512,0
7,199809,200512,0
0,199905,200602,0
0,200502,200509,0
4,200501,200603,0
0,200510,200512,1
7,200410,200512,1
3,199910,200512,0
4,199610,200512,1
3,200103,200603,1
4,199702,200512,1
1,200203,200601,0
1,199809,200512,0
6,200410,200512,1
3,200502,200512,0
1,199711,200602,1
3,199608,200509,1
7,199610,200512,1
0,200101,200512,0
4,200109,200603,0
7,200501,200508,1
6,200509,200509,0
7,200102,200506,1
6,199610,200701,1
7,200104,200506,1
7,199610,200506,1
0,200110,200512,0
1,200209,200603,1
2,200209,200601,1
4,200409,200507,1
0,199608,200603,1
2,199707,200602,1
4,200510,200510,0
0,199701,200603,0
3,200506,200511,0
6,200312,200607,0
0,199909,200509,1
6,200310,200510,0
0,200010,200602,1
7,199803,200505,1
3,199809,200504,0
0,200410,200601,0
5,200109,200507,1
6,200302,200505,0
3,200201,200601,0
7,200404,200506,0
1,199707,200602,1
2,199904,200507,1
5,199910,200512,1
4,200004,200603,0
3,199608,200512,1
1,199810,200509,0
2,199701,200603,0
0,200302,200602,1
3,200502,200512,1
4,200409,200506,0
0,200506,200601,1
5,200509,200509,1
7,199703,200602,1
3,200511,200511,1
4,200110,200603,0
2,200501,200506,1
4,200202,200601,0
1,200102,200512,0
4,200502,200603,0
1,199910,200701,1
2,200505,200603,0
5,200501,200602,1
2,199611,200511,0
7,200302,200602,0
0,200109,200509,1
2,200012,200508,0
7,200211,200512,0
5,200601,200601,1
4,199912,200512,0
2,200510,200510,0
5,199812,200603,1
0,200401,200511,1
2,199705,200511,0
0,200202,200509,1
0,199711,200511,0
6,200302,200512,0
4,199811,200611,0
6,200009,200512,0
7,200008,200611,1
1,199701,200504,0
2,200312,200603,1
2,199608,200601,1
7,200506,200509,0
0,200507,200507,0
7,200201,200504,1
5,200209,200602,0
2,200102,200512,0
4,199704,200512,0
4,199608,200511,1
5,199810,200602,1
3,199910,200612,1
1,200501,200603,1
5,200410,200602,0
0,200301,200602,1
3,199608,200508,1
1,200005,200512,1
5,200506,200506,0
1,200602,200602,0
0,200010,200602,1
7,200101,200603,0
4,199812,200509,0
6,199612,200511,1
0,199705,200611,1
5,200601,200601,1
0,199912,200512,0
4,199812,200509,0
0,200210,200512,0
2,199612,200603,0
0,199705,200603,1
2,199803,200602,1
6,200202,200603,0
5,200211,200512,0
0,200309,200506,0
3,200102,200512,0
0,199901,200601,0
0,200102,200511,1
2,200102,200512,0
3,200103,200512,1
6,200502,200512,1
7,200302,200602,1
7,200201,200603,0
2,200209,200511,0
4,200102,200507,0
2,200202,200603,0
2,200510,200510,0
5,199810,200512,0
0,200402,200509,1
1,200501,200601,1
2,200212,200503,0
5,200009,200603,1
0,199608,200601,1
4,200201,200507,1
0,200312,200512,1
5,199809,200512,0
0,200410,200512,0
3,199703,200507,0
2,199804,200511,1
2,199612,200512,1
5,200506,200506,0
7,199610,200509,0
5,200010,200601,0
4,200509,200509,0
1,199902,200612,1
0,199804,200603,0
0,200507,200507,0
0,200201,200512,0
2,199810,200602,1
4,199609,200511,0
2,200410,200512,1
7,200212,200512,0
0,200201,200512,0
0,200111,200511,1
5,199609,200601,0
7,200102,200510,1
0,200012,200612,1
0,200409,200511,0
0,200506,200512,1
5,199612,200506,0
5,200302,200504,0
5,199612,200512,0
0,200304,200602,0
0,200408,200507,1
6,200112,200511,0
6,199706,200601,1
0,200402,200510,1
0,200210,200512,1
1,200502,200506,0
5,200311,200512,0
0,200601,200601,1
2,200106,200509,1
4,200011,200603,1
3,200310,200603,0
1,200602,200602,0
7,200304,200702,0
1,200401,200510,0
6,200507,200601,1
5,200503,200511,1
7,199701,200612,1
2,200402,200507,1
5,200401,200509,1
0,200507,200603,1
3,200302,200504,0
5,200403,200509,0
7,200002,200601,1
5,200109,200511,0
0,199909,200509,1
6,199803,200504,0
4,200601,200601,0
3,199710,200602,1
0,200510,200510,0
7,199610,200512,0
1,199901,200611,0
7,200204,200508,1
4,200211,200603,1
5,199809,200512,1
6,200502,200506,0
2,200309,200601,1
2,199703,200504,0
1,200209,200504,0
0,199711,200702,0
7,200410,200508,1
2,199801,200701,1
0,200407,200603,1
6,199706,200601,0
5,199910,200509,0
4,200301,200603,1
0,200002,200601,0
4,200201,200509,1
4,200501,200602,1
2,199910,200601,1
0,200109,200601,1
7,200009,200504,0
6,199612,200601,0
4,199803,200512,0
3,200501,200511,1
0,200201,200511,0
5,199612,200506,1
5,200104,200511,0
4,200411,200504,0
6,200602,200602,1
4,200501,200612,1
0,200005,200511,1
4,200501,200506,0
0,200201,200512,0
6,200508,200508,1
0,199612,200602,1
2,199909,200602,0
2,200301,200512,0
5,200401,200602,0
1,200410,200602,0
0,200009,200512,1
3,200511,200511,1
1,199608,200601,1
4,199612,200512,1
4,200111,200511,0
2,199609,200609,0
3,200209,200512,0
4,200310,200603,0
2,200502,200601,1
0,200506,200601,0
5,200506,200602,1
1,200004,200603,0
5,199912,200602,0
0,199803,200511,0
4,200201,200512,0
0,199801,200509,0
6,200411,200506,1
7,199802,200702,1
6,199903,200504,1
5,199701,200512,1
5,200310,200601,1
3,200010,200510,1
0,200401,200511,1
0,200601,200601,0
5,199904,200701,1
3,200004,200511,0
0,199803,200508,0
2,200312,200603,0
2,199809,200603,0
6,199608,200512,1
4,200310,200511,1
0,200509,200509,1
6,200201,200506,1
3,200202,200504,0
0,199902,200512,1
0,199706,200701,0
2,199609,200601,1
0,199804,200603,0
2,200001,200602,1
0,200310,200602,1
0,199901,200512,1
5,200501,200508,0
2,200506,200512,0
3,199609,200506,1
1,200602,200602,0
3,200512,200512,1
5,199609,200511,1
7,199705,200702,1
7,200207,200512,1
4,200109,200506,0
6,200011,200504,0
4,200303,200511,0
0,199511,200509,1
6,200501,200506,0
6,200509,200509,1
0,199908,200507,0
5,200310,200511,1
1,200409,200512,1
7,200111,200505,1
1,199609,200505,1
5,200506,200511,1
3,199608,200504,1
3,200110,200603,1
2,199802,200601,0
0,199706,200602,1
0,200310,200601,1
5,199702,200601,1
6,200402,200506,0
2,199610,200601,0
6,200109,200602,1
0,200302,200509,0
7,200011,200512,0
0,200202,200509,1
3,200401,200601,1
7,200309,200601,0
0,200203,200601,1
6,200402,200504,0
1,200109,200602,1
0,200310,200512,1
4,199612,200610,0
3,199812,200602,1
0,200204,200509,1
1,199801,200603,1
0,199612,200512,1
0,200310,200512,0
5,200409,200511,1
0,199605,200510,1
5,199806,200512,1
4,200507,200507,1
6,200510,200510,1
3,199911,200512,1
2,199702,200512,1
5,200409,200612,1
0,199703,200512,1
5,199810,200511,0
2,200410,200506,1
5,199702,200603,0
6,200501,200512,0
3,200401,200511,0
2,200003,200603,0
6,200002,200601,1
1,199710,200603,1
2,199610,200512,1
0,200209,200512,1
5,200506,200601,1
5,200203,200601,1
0,199702,200512,0
3,200505,200505,1
5,199609,200509,1
4,200602,200602,0
7,199808,200512,0
1,200410,200511,0
1,199704,200603,0
4,200201,200602,1
2,199802,200602,0
2,200309,200509,1
5,200402,200509,0
7,199611,200507,1
5,199804,200511,0
4,199803,200506,0
5,199610,200509,1
3,200501,200602,0
2,199610,200511,1
0,200410,200512,1
4,200002,200603,0
0,199703,200506,0
2,199609,200601,1
3,200101,200602,0
5,199911,200602,0
7,199909,200511,0
1,200410,200504,0
6,199604,200507,0
0,199707,200509,0
7,199801,200506,1
4,200402,200601,1
6,200301,200512,1
6,200404,200507,0
2,199707,200601,1
5,200511,200511,1
7,200404,200603,0
7,199910,200603,0
1,200311,200512,0
1,199608,200603,0
4,200509,200509,0
0,200102,200510,1
4,199609,200702,1
0,199609,200511,1
